aya_serial_in_quran,sura_number,sura_name,aya_number_in_sura,aya_text_tashkeel,aya_text_plain,aya_text_uthmani,num_words_tashkeel,num_words_plain,num_words_uthmani,matchin_words_count,makkian_aya,Location
4996,56,الواقعة,17,يَطُوفُ عَلَيْهِمْ وِلْدَانٌ مُخَلَّدُونَ,يطوف عليهم ولدان مخلدون,يَطُوفُ عَلَيْهِمْ وِلْدَٰنٌ مُّخَلَّدُونَ,4,4,4,TRUE,1,Makkah
4997,56,الواقعة,18,بِأَكْوَابٍ وَأَبَارِيقَ وَكَأْسٍ مِنْ مَعِينٍ,بأكواب وأباريق وكأس من معين,بِأَكْوَابٍ وَأَبَارِيقَ وَكَأْسٍ مِّن مَّعِينٍ,5,5,5,TRUE,1,Makkah
4998,56,الواقعة,19,لَا يُصَدَّعُونَ عَنْهَا وَلَا يُنْزِفُونَ,لا يصدعون عنها ولا ينزفون,لَّا يُصَدَّعُونَ عَنْهَا وَلَا يُنزِفُونَ,5,5,5,TRUE,1,Makkah
4999,56,الواقعة,20,وَفَاكِهَةٍ مِمَّا يَتَخَيَّرُونَ,وفاكهة مما يتخيرون,وَفَٰكِهَةٍ مِّمَّا يَتَخَيَّرُونَ,3,3,3,TRUE,1,Makkah
5000,56,الواقعة,21,وَلَحْمِ طَيْرٍ مِمَّا يَشْتَهُونَ,ولحم طير مما يشتهون,وَلَحْمِ طَيْرٍ مِّمَّا يَشْتَهُونَ,4,4,4,TRUE,1,Makkah
5001,56,الواقعة,22,وَحُورٌ عِينٌ,وحور عين,وَحُورٌ عِينٌ,2,2,2,TRUE,1,Makkah
5002,56,الواقعة,23,كَأَمْثَالِ اللُّؤْلُؤِ الْمَكْنُونِ,كأمثال اللؤلؤ المكنون,كَأَمْثَٰلِ ٱللُّؤْلُؤِ ٱلْمَكْنُونِ,3,3,3,TRUE,1,Makkah
5003,56,الواقعة,24,جَزَاءً بِمَا كَانُوا يَعْمَلُونَ,جزاء بما كانوا يعملون,جَزَآءًۢ بِمَا كَانُوا۟ يَعْمَلُونَ,4,4,4,TRUE,1,Makkah
5004,56,الواقعة,25,لَا يَسْمَعُونَ فِيهَا لَغْوًا وَلَا تَأْثِيمًا,لا يسمعون فيها لغوا ولا تأثيما,لَا يَسْمَعُونَ فِيهَا لَغْوًا وَلَا تَأْثِيمًا,6,6,6,TRUE,1,Makkah
5005,56,الواقعة,26,إِلَّا قِيلًا سَلَامًا سَلَامًا,إلا قيلا سلاما سلاما,إِلَّا قِيلًا سَلَٰمًا سَلَٰمًا,4,4,4,TRUE,1,Makkah
5006,56,الواقعة,27,وَأَصْحَابُ الْيَمِينِ مَا أَصْحَابُ الْيَمِينِ,وأصحاب اليمين ما أصحاب اليمين,وَأَصْحَٰبُ ٱلْيَمِينِ مَآ أَصْحَٰبُ ٱلْيَمِينِ,5,5,5,TRUE,1,Makkah
5007,56,الواقعة,28,فِي سِدْرٍ مَخْضُودٍ,في سدر مخضود,فِى سِدْرٍ مَّخْضُودٍ,3,3,3,TRUE,1,Makkah
5008,56,الواقعة,29,وَطَلْحٍ مَنْضُودٍ,وطلح منضود,وَطَلْحٍ مَّنضُودٍ,2,2,2,TRUE,1,Makkah
5009,56,الواقعة,30,وَظِلٍّ مَمْدُودٍ,وظل ممدود,وَظِلٍّ مَّمْدُودٍ,2,2,2,TRUE,1,Makkah
5010,56,الواقعة,31,وَمَاءٍ مَسْكُوبٍ,وماء مسكوب,وَمَآءٍ مَّسْكُوبٍ,2,2,2,TRUE,1,Makkah
5011,56,الواقعة,32,وَفَاكِهَةٍ كَثِيرَةٍ,وفاكهة كثيرة,وَفَٰكِهَةٍ كَثِيرَةٍ,2,2,2,TRUE,1,Makkah
5012,56,الواقعة,33,لَا مَقْطُوعَةٍ وَلَا مَمْنُوعَةٍ,لا مقطوعة ولا ممنوعة,لَّا مَقْطُوعَةٍ وَلَا مَمْنُوعَةٍ,4,4,4,TRUE,1,Makkah
5013,56,الواقعة,34,وَفُرُشٍ مَرْفُوعَةٍ,وفرش مرفوعة,وَفُرُشٍ مَّرْفُوعَةٍ,2,2,2,TRUE,1,Makkah
5014,56,الواقعة,35,إِنَّا أَنْشَأْنَاهُنَّ إِنْشَاءً,إنا أنشأناهن إنشاء,إِنَّآ أَنشَأْنَٰهُنَّ إِنشَآءً,3,3,3,TRUE,1,Makkah
5015,56,الواقعة,36,فَجَعَلْنَاهُنَّ أَبْكَارًا,فجعلناهن أبكارا,فَجَعَلْنَٰهُنَّ أَبْكَارًا,2,2,2,TRUE,1,Makkah
5016,56,الواقعة,37,عُرُبًا أَتْرَابًا,عربا أترابا,عُرُبًا أَتْرَابًا,2,2,2,TRUE,1,Makkah
5017,56,الواقعة,38,لِأَصْحَابِ الْيَمِينِ,لأصحاب اليمين,لِّأَصْحَٰبِ ٱلْيَمِينِ,2,2,2,TRUE,1,Makkah
5018,56,الواقعة,39,ثُلَّةٌ مِنَ الْأَوَّلِينَ,ثلة من الأولين,ثُلَّةٌ مِّنَ ٱلْأَوَّلِينَ,3,3,3,TRUE,1,Makkah
5019,56,الواقعة,40,وَثُلَّةٌ مِنَ الْآَخِرِينَ,وثلة من الآخرين,وَثُلَّةٌ مِّنَ ٱلْءَاخِرِينَ,3,3,3,TRUE,1,Makkah
5020,56,الواقعة,41,وَأَصْحَابُ الشِّمَالِ مَا أَصْحَابُ الشِّمَالِ,وأصحاب الشمال ما أصحاب الشمال,وَأَصْحَٰبُ ٱلشِّمَالِ مَآ أَصْحَٰبُ ٱلشِّمَالِ,5,5,5,TRUE,1,Makkah
5021,56,الواقعة,42,فِي سَمُومٍ وَحَمِيمٍ,في سموم وحميم,فِى سَمُومٍ وَحَمِيمٍ,3,3,3,TRUE,1,Makkah
5022,56,الواقعة,43,وَظِلٍّ مِنْ يَحْمُومٍ,وظل من يحموم,وَظِلٍّ مِّن يَحْمُومٍ,3,3,3,TRUE,1,Makkah
5023,56,الواقعة,44,لَا بَارِدٍ وَلَا كَرِيمٍ,لا بارد ولا كريم,لَّا بَارِدٍ وَلَا كَرِيمٍ,4,4,4,TRUE,1,Makkah
5024,56,الواقعة,45,إِنَّهُمْ كَانُوا قَبْلَ ذَلِكَ مُتْرَفِينَ,إنهم كانوا قبل ذلك مترفين,إِنَّهُمْ كَانُوا۟ قَبْلَ ذَٰلِكَ مُتْرَفِينَ,5,5,5,TRUE,1,Makkah
5025,56,الواقعة,46,وَكَانُوا يُصِرُّونَ عَلَى الْحِنْثِ الْعَظِيمِ,وكانوا يصرون على الحنث العظيم,وَكَانُوا۟ يُصِرُّونَ عَلَى ٱلْحِنثِ ٱلْعَظِيمِ,5,5,5,TRUE,1,Makkah
5026,56,الواقعة,47,وَكَانُوا يَقُولُونَ أَئِذَا مِتْنَا وَكُنَّا تُرَابًا وَعِظَامًا أَئِنَّا لَمَبْعُوثُونَ,وكانوا يقولون أئذا متنا وكنا ترابا وعظاما أئنا لمبعوثون,وَكَانُوا۟ يَقُولُونَ أَئِذَا مِتْنَا وَكُنَّا تُرَابًا وَعِظَٰمًا أَءِنَّا لَمَبْعُوثُونَ,9,9,9,TRUE,1,Makkah
5027,56,الواقعة,48,أَوَآَبَاؤُنَا الْأَوَّلُونَ,أوآباؤنا الأولون,أَوَءَابَآؤُنَا ٱلْأَوَّلُونَ,2,2,2,TRUE,1,Makkah
5028,56,الواقعة,49,قُلْ إِنَّ الْأَوَّلِينَ وَالْآَخِرِينَ,قل إن الأولين والآخرين,قُلْ إِنَّ ٱلْأَوَّلِينَ وَٱلْءَاخِرِينَ,4,4,4,TRUE,1,Makkah
5029,56,الواقعة,50,لَمَجْمُوعُونَ إِلَى مِيقَاتِ يَوْمٍ مَعْلُومٍ,لمجموعون إلى ميقات يوم معلوم,لَمَجْمُوعُونَ إِلَىٰ مِيقَٰتِ يَوْمٍ مَّعْلُومٍ,5,5,5,TRUE,1,Makkah
5030,56,الواقعة,51,ثُمَّ إِنَّكُمْ أَيُّهَا الضَّالُّونَ الْمُكَذِّبُونَ,ثم إنكم أيها الضالون المكذبون,ثُمَّ إِنَّكُمْ أَيُّهَا ٱلضَّآلُّونَ ٱلْمُكَذِّبُونَ,5,5,5,TRUE,1,Makkah
5031,56,الواقعة,52,لَآَكِلُونَ مِنْ شَجَرٍ مِنْ زَقُّومٍ,لآكلون من شجر من زقوم,لَءَاكِلُونَ مِن شَجَرٍ مِّن زَقُّومٍ,5,5,5,TRUE,1,Makkah
5032,56,الواقعة,53,فَمَالِئُونَ مِنْهَا الْبُطُونَ,فمالئون منها البطون,فَمَالِـُٔونَ مِنْهَا ٱلْبُطُونَ,3,3,3,TRUE,1,Makkah
5033,56,الواقعة,54,فَشَارِبُونَ عَلَيْهِ مِنَ الْحَمِيمِ,فشاربون عليه من الحميم,فَشَٰرِبُونَ عَلَيْهِ مِنَ ٱلْحَمِيمِ,4,4,4,TRUE,1,Makkah
5034,56,الواقعة,55,فَشَارِبُونَ شُرْبَ الْهِيمِ,فشاربون شرب الهيم,فَشَٰرِبُونَ شُرْبَ ٱلْهِيمِ,3,3,3,TRUE,1,Makkah
5035,56,الواقعة,56,هَذَا نُزُلُهُمْ يَوْمَ الدِّينِ,هذا نزلهم يوم الدين,هَٰذَا نُزُلُهُمْ يَوْمَ ٱلدِّينِ,4,4,4,TRUE,1,Makkah
5036,56,الواقعة,57,نَحْنُ خَلَقْنَاكُمْ فَلَوْلَا تُصَدِّقُونَ,نحن خلقناكم فلولا تصدقون,نَحْنُ خَلَقْنَٰكُمْ فَلَوْلَا تُصَدِّقُونَ,4,4,4,TRUE,1,Makkah
5037,56,الواقعة,58,أَفَرَأَيْتُمْ مَا تُمْنُونَ,أفرأيتم ما تمنون,أَفَرَءَيْتُم مَّا تُمْنُونَ,3,3,3,TRUE,1,Makkah
5038,56,الواقعة,59,أَأَنْتُمْ تَخْلُقُونَهُ أَمْ نَحْنُ الْخَالِقُونَ,أأنتم تخلقونه أم نحن الخالقون,ءَأَنتُمْ تَخْلُقُونَهُۥٓ أَمْ نَحْنُ ٱلْخَٰلِقُونَ,5,5,5,TRUE,1,Makkah
5039,56,الواقعة,60,نَحْنُ قَدَّرْنَا بَيْنَكُمُ الْمَوْتَ وَمَا نَحْنُ بِمَسْبُوقِينَ,نحن قدرنا بينكم الموت وما نحن بمسبوقين,نَحْنُ قَدَّرْنَا بَيْنَكُمُ ٱلْمَوْتَ وَمَا نَحْنُ بِمَسْبُوقِينَ,7,7,7,TRUE,1,Makkah
5040,56,الواقعة,61,عَلَى أَنْ نُبَدِّلَ أَمْثَالَكُمْ وَنُنْشِئَكُمْ فِي مَا لَا تَعْلَمُونَ,على أن نبدل أمثالكم وننشئكم في ما لا تعلمون,عَلَىٰٓ أَن نُّبَدِّلَ أَمْثَٰلَكُمْ وَنُنشِئَكُمْ فِى مَا لَا تَعْلَمُونَ,9,9,9,TRUE,1,Makkah
5041,56,الواقعة,62,وَلَقَدْ عَلِمْتُمُ النَّشْأَةَ الْأُولَى فَلَوْلَا تَذَكَّرُونَ,ولقد علمتم النشأة الأولى فلولا تذكرون,وَلَقَدْ عَلِمْتُمُ ٱلنَّشْأَةَ ٱلْأُولَىٰ فَلَوْلَا تَذَكَّرُونَ,6,6,6,TRUE,1,Makkah
5042,56,الواقعة,63,أَفَرَأَيْتُمْ مَا تَحْرُثُونَ,أفرأيتم ما تحرثون,أَفَرَءَيْتُم مَّا تَحْرُثُونَ,3,3,3,TRUE,1,Makkah
5043,56,الواقعة,64,أَأَنْتُمْ تَزْرَعُونَهُ أَمْ نَحْنُ الزَّارِعُونَ,أأنتم تزرعونه أم نحن الزارعون,ءَأَنتُمْ تَزْرَعُونَهُۥٓ أَمْ نَحْنُ ٱلزَّٰرِعُونَ,5,5,5,TRUE,1,Makkah
5044,56,الواقعة,65,لَوْ نَشَاءُ لَجَعَلْنَاهُ حُطَامًا فَظَلْتُمْ تَفَكَّهُونَ,لو نشاء لجعلناه حطاما فظلتم تفكهون,لَوْ نَشَآءُ لَجَعَلْنَٰهُ حُطَٰمًا فَظَلْتُمْ تَفَكَّهُونَ,6,6,6,TRUE,1,Makkah
5045,56,الواقعة,66,إِنَّا لَمُغْرَمُونَ,إنا لمغرمون,إِنَّا لَمُغْرَمُونَ,2,2,2,TRUE,1,Makkah
5046,56,الواقعة,67,بَلْ نَحْنُ مَحْرُومُونَ,بل نحن محرومون,بَلْ نَحْنُ مَحْرُومُونَ,3,3,3,TRUE,1,Makkah
5047,56,الواقعة,68,أَفَرَأَيْتُمُ الْمَاءَ الَّذِي تَشْرَبُونَ,أفرأيتم الماء الذي تشربون,أَفَرَءَيْتُمُ ٱلْمَآءَ ٱلَّذِى تَشْرَبُونَ,4,4,4,TRUE,1,Makkah
5048,56,الواقعة,69,أَأَنْتُمْ أَنْزَلْتُمُوهُ مِنَ الْمُزْنِ أَمْ نَحْنُ الْمُنْزِلُونَ,أأنتم أنزلتموه من المزن أم نحن المنزلون,ءَأَنتُمْ أَنزَلْتُمُوهُ مِنَ ٱلْمُزْنِ أَمْ نَحْنُ ٱلْمُنزِلُونَ,7,7,7,TRUE,1,Makkah
5049,56,الواقعة,70,لَوْ نَشَاءُ جَعَلْنَاهُ أُجَاجًا فَلَوْلَا تَشْكُرُونَ,لو نشاء جعلناه أجاجا فلولا تشكرون,لَوْ نَشَآءُ جَعَلْنَٰهُ أُجَاجًا فَلَوْلَا تَشْكُرُونَ,6,6,6,TRUE,1,Makkah
5050,56,الواقعة,71,أَفَرَأَيْتُمُ النَّارَ الَّتِي تُورُونَ,أفرأيتم النار التي تورون,أَفَرَءَيْتُمُ ٱلنَّارَ ٱلَّتِى تُورُونَ,4,4,4,TRUE,1,Makkah
5051,56,الواقعة,72,أَأَنْتُمْ أَنْشَأْتُمْ شَجَرَتَهَا أَمْ نَحْنُ الْمُنْشِئُونَ,أأنتم أنشأتم شجرتها أم نحن المنشئون,ءَأَنتُمْ أَنشَأْتُمْ شَجَرَتَهَآ أَمْ نَحْنُ ٱلْمُنشِـُٔونَ,6,6,6,TRUE,1,Makkah
5052,56,الواقعة,73,نَحْنُ جَعَلْنَاهَا تَذْكِرَةً وَمَتَاعًا لِلْمُقْوِينَ,نحن جعلناها تذكرة ومتاعا للمقوين,نَحْنُ جَعَلْنَٰهَا تَذْكِرَةً وَمَتَٰعًا لِّلْمُقْوِينَ,5,5,5,TRUE,1,Makkah
5053,56,الواقعة,74,فَسَبِّحْ بِاسْمِ رَبِّكَ الْعَظِيمِ,فسبح باسم ربك العظيم,فَسَبِّحْ بِٱسْمِ رَبِّكَ ٱلْعَظِيمِ,4,4,4,TRUE,1,Makkah
5054,56,الواقعة,75,فَلَا أُقْسِمُ بِمَوَاقِعِ النُّجُومِ,فلا أقسم بمواقع النجوم,فَلَآ أُقْسِمُ بِمَوَٰقِعِ ٱلنُّجُومِ,4,4,4,TRUE,1,Makkah
5055,56,الواقعة,76,وَإِنَّهُ لَقَسَمٌ لَوْ تَعْلَمُونَ عَظِيمٌ,وإنه لقسم لو تعلمون عظيم,وَإِنَّهُۥ لَقَسَمٌ لَّوْ تَعْلَمُونَ عَظِيمٌ,5,5,5,TRUE,1,Makkah
5056,56,الواقعة,77,إِنَّهُ لَقُرْآَنٌ كَرِيمٌ,إنه لقرآن كريم,إِنَّهُۥ لَقُرْءَانٌ كَرِيمٌ,3,3,3,TRUE,1,Makkah
5057,56,الواقعة,78,فِي كِتَابٍ مَكْنُونٍ,في كتاب مكنون,فِى كِتَٰبٍ مَّكْنُونٍ,3,3,3,TRUE,1,Makkah
5058,56,الواقعة,79,لَا يَمَسُّهُ إِلَّا الْمُطَهَّرُونَ,لا يمسه إلا المطهرون,لَّا يَمَسُّهُۥٓ إِلَّا ٱلْمُطَهَّرُونَ,4,4,4,TRUE,1,Makkah
5059,56,الواقعة,80,تَنْزِيلٌ مِنْ رَبِّ الْعَالَمِينَ,تنزيل من رب العالمين,تَنزِيلٌ مِّن رَّبِّ ٱلْعَٰلَمِينَ,4,4,4,TRUE,1,Makkah
5060,56,الواقعة,81,أَفَبِهَذَا الْحَدِيثِ أَنْتُمْ مُدْهِنُونَ,أفبهذا الحديث أنتم مدهنون,أَفَبِهَٰذَا ٱلْحَدِيثِ أَنتُم مُّدْهِنُونَ,4,4,4,TRUE,1,Madina
5061,56,الواقعة,82,وَتَجْعَلُونَ رِزْقَكُمْ أَنَّكُمْ تُكَذِّبُونَ,وتجعلون رزقكم أنكم تكذبون,وَتَجْعَلُونَ رِزْقَكُمْ أَنَّكُمْ تُكَذِّبُونَ,4,4,4,TRUE,1,Madina
5062,56,الواقعة,83,فَلَوْلَا إِذَا بَلَغَتِ الْحُلْقُومَ,فلولا إذا بلغت الحلقوم,فَلَوْلَآ إِذَا بَلَغَتِ ٱلْحُلْقُومَ,4,4,4,TRUE,1,Makkah
5063,56,الواقعة,84,وَأَنْتُمْ حِينَئِذٍ تَنْظُرُونَ,وأنتم حينئذ تنظرون,وَأَنتُمْ حِينَئِذٍ تَنظُرُونَ,3,3,3,TRUE,1,Makkah
5064,56,الواقعة,85,وَنَحْنُ أَقْرَبُ إِلَيْهِ مِنْكُمْ وَلَكِنْ لَا تُبْصِرُونَ,ونحن أقرب إليه منكم ولكن لا تبصرون,وَنَحْنُ أَقْرَبُ إِلَيْهِ مِنكُمْ وَلَٰكِن لَّا تُبْصِرُونَ,7,7,7,TRUE,1,Makkah
5065,56,الواقعة,86,فَلَوْلَا إِنْ كُنْتُمْ غَيْرَ مَدِينِينَ,فلولا إن كنتم غير مدينين,فَلَوْلَآ إِن كُنتُمْ غَيْرَ مَدِينِينَ,5,5,5,TRUE,1,Makkah
5066,56,الواقعة,87,تَرْجِعُونَهَا إِنْ كُنْتُمْ صَادِقِينَ,ترجعونها إن كنتم صادقين,تَرْجِعُونَهَآ إِن كُنتُمْ صَٰدِقِينَ,4,4,4,TRUE,1,Makkah
5067,56,الواقعة,88,فَأَمَّا إِنْ كَانَ مِنَ الْمُقَرَّبِينَ,فأما إن كان من المقربين,فَأَمَّآ إِن كَانَ مِنَ ٱلْمُقَرَّبِينَ,5,5,5,TRUE,1,Makkah
5068,56,الواقعة,89,فَرَوْحٌ وَرَيْحَانٌ وَجَنَّةُ نَعِيمٍ,فروح وريحان وجنة نعيم,فَرَوْحٌ وَرَيْحَانٌ وَجَنَّتُ نَعِيمٍ,4,4,4,TRUE,1,Makkah
5069,56,الواقعة,90,وَأَمَّا إِنْ كَانَ مِنْ أَصْحَابِ الْيَمِينِ,وأما إن كان من أصحاب اليمين,وَأَمَّآ إِن كَانَ مِنْ أَصْحَٰبِ ٱلْيَمِينِ,6,6,6,TRUE,1,Makkah
5070,56,الواقعة,91,فَسَلَامٌ لَكَ مِنْ أَصْحَابِ الْيَمِينِ,فسلام لك من أصحاب اليمين,فَسَلَٰمٌ لَّكَ مِنْ أَصْحَٰبِ ٱلْيَمِينِ,5,5,5,TRUE,1,Makkah
5071,56,الواقعة,92,وَأَمَّا إِنْ كَانَ مِنَ الْمُكَذِّبِينَ الضَّالِّينَ,وأما إن كان من المكذبين الضالين,وَأَمَّآ إِن كَانَ مِنَ ٱلْمُكَذِّبِينَ ٱلضَّآلِّينَ,6,6,6,TRUE,1,Makkah
5072,56,الواقعة,93,فَنُزُلٌ مِنْ حَمِيمٍ,فنزل من حميم,فَنُزُلٌ مِّنْ حَمِيمٍ,3,3,3,TRUE,1,Makkah
5073,56,الواقعة,94,وَتَصْلِيَةُ جَحِيمٍ,وتصلية جحيم,وَتَصْلِيَةُ جَحِيمٍ,2,2,2,TRUE,1,Makkah
5074,56,الواقعة,95,إِنَّ هَذَا لَهُوَ حَقُّ الْيَقِينِ,إن هذا لهو حق اليقين,إِنَّ هَٰذَا لَهُوَ حَقُّ ٱلْيَقِينِ,5,5,5,TRUE,1,Makkah
5075,56,الواقعة,96,فَسَبِّحْ بِاسْمِ رَبِّكَ الْعَظِيمِ,فسبح باسم ربك العظيم,فَسَبِّحْ بِٱسْمِ رَبِّكَ ٱلْعَظِيمِ,4,4,4,TRUE,1,Makkah
5076,57,الحديد,1,سَبَّحَ لِلَّهِ مَا فِي السَّمَاوَاتِ وَالْأَرْضِ وَهُوَ الْعَزِيزُ الْحَكِيمُ,سبح لله ما في السماوات والأرض وهو العزيز الحكيم,سَبَّحَ لِلَّهِ مَا فِى ٱلسَّمَٰوَٰتِ وَٱلْأَرْضِ وَهُوَ ٱلْعَزِيزُ ٱلْحَكِيمُ,9,9,9,TRUE,0,Madina
5077,57,الحديد,2,لَهُ مُلْكُ السَّمَاوَاتِ وَالْأَرْضِ يُحْيِي وَيُمِيتُ وَهُوَ عَلَى كُلِّ شَيْءٍ قَدِيرٌ,له ملك السماوات والأرض يحيي ويميت وهو على كل شيء قدير,لَهُۥ مُلْكُ ٱلسَّمَٰوَٰتِ وَٱلْأَرْضِ يُحْىِۦ وَيُمِيتُ وَهُوَ عَلَىٰ كُلِّ شَىْءٍ قَدِيرٌ,11,11,11,TRUE,0,Madina
5078,57,الحديد,3,هُوَ الْأَوَّلُ وَالْآَخِرُ وَالظَّاهِرُ وَالْبَاطِنُ وَهُوَ بِكُلِّ شَيْءٍ عَلِيمٌ,هو الأول والآخر والظاهر والباطن وهو بكل شيء عليم,هُوَ ٱلْأَوَّلُ وَٱلْءَاخِرُ وَٱلظَّٰهِرُ وَٱلْبَاطِنُ وَهُوَ بِكُلِّ شَىْءٍ عَلِيمٌ,9,9,9,TRUE,0,Madina
5079,57,الحديد,4,هُوَ الَّذِي خَلَقَ السَّمَاوَاتِ وَالْأَرْضَ فِي سِتَّةِ أَيَّامٍ ثُمَّ اسْتَوَى عَلَى الْعَرْشِ يَعْلَمُ مَا يَلِجُ فِي الْأَرْضِ وَمَا يَخْرُجُ مِنْهَا وَمَا يَنْزِلُ مِنَ السَّمَاءِ وَمَا يَعْرُجُ فِيهَا وَهُوَ مَعَكُمْ أَيْنَ مَا كُنْتُمْ وَاللَّهُ بِمَا تَعْمَلُونَ بَصِيرٌ,هو الذي خلق السماوات والأرض في ستة أيام ثم استوى على العرش يعلم ما يلج في الأرض وما يخرج منها وما ينزل من السماء وما يعرج فيها وهو معكم أين ما كنتم والله بما تعملون بصير,هُوَ ٱلَّذِى خَلَقَ ٱلسَّمَٰوَٰتِ وَٱلْأَرْضَ فِى سِتَّةِ أَيَّامٍ ثُمَّ ٱسْتَوَىٰ عَلَى ٱلْعَرْشِ يَعْلَمُ مَا يَلِجُ فِى ٱلْأَرْضِ وَمَا يَخْرُجُ مِنْهَا وَمَا يَنزِلُ مِنَ ٱلسَّمَآءِ وَمَا يَعْرُجُ فِيهَا وَهُوَ مَعَكُمْ أَيْنَ مَا كُنتُمْ وَٱللَّهُ بِمَا تَعْمَلُونَ بَصِيرٌ,36,36,36,TRUE,0,Madina
5080,57,الحديد,5,لَهُ مُلْكُ السَّمَاوَاتِ وَالْأَرْضِ وَإِلَى اللَّهِ تُرْجَعُ الْأُمُورُ,له ملك السماوات والأرض وإلى الله ترجع الأمور,لَّهُۥ مُلْكُ ٱلسَّمَٰوَٰتِ وَٱلْأَرْضِ وَإِلَى ٱللَّهِ تُرْجَعُ ٱلْأُمُورُ,8,8,8,TRUE,0,Madina
5081,57,الحديد,6,يُولِجُ اللَّيْلَ فِي النَّهَارِ وَيُولِجُ النَّهَارَ فِي اللَّيْلِ وَهُوَ عَلِيمٌ بِذَاتِ الصُّدُورِ,يولج الليل في النهار ويولج النهار في الليل وهو عليم بذات الصدور,يُولِجُ ٱلَّيْلَ فِى ٱلنَّهَارِ وَيُولِجُ ٱلنَّهَارَ فِى ٱلَّيْلِ وَهُوَ عَلِيمٌۢ بِذَاتِ ٱلصُّدُورِ,12,12,12,TRUE,0,Madina
5082,57,الحديد,7,آَمِنُوا بِاللَّهِ وَرَسُولِهِ وَأَنْفِقُوا مِمَّا جَعَلَكُمْ مُسْتَخْلَفِينَ فِيهِ فَالَّذِينَ آَمَنُوا مِنْكُمْ وَأَنْفَقُوا لَهُمْ أَجْرٌ كَبِيرٌ,آمنوا بالله ورسوله وأنفقوا مما جعلكم مستخلفين فيه فالذين آمنوا منكم وأنفقوا لهم أجر كبير,ءَامِنُوا۟ بِٱللَّهِ وَرَسُولِهِۦ وَأَنفِقُوا۟ مِمَّا جَعَلَكُم مُّسْتَخْلَفِينَ فِيهِ فَٱلَّذِينَ ءَامَنُوا۟ مِنكُمْ وَأَنفَقُوا۟ لَهُمْ أَجْرٌ كَبِيرٌ,15,15,15,TRUE,0,Madina
5083,57,الحديد,8,وَمَا لَكُمْ لَا تُؤْمِنُونَ بِاللَّهِ وَالرَّسُولُ يَدْعُوكُمْ لِتُؤْمِنُوا بِرَبِّكُمْ وَقَدْ أَخَذَ مِيثَاقَكُمْ إِنْ كُنْتُمْ مُؤْمِنِينَ,وما لكم لا تؤمنون بالله والرسول يدعوكم لتؤمنوا بربكم وقد أخذ ميثاقكم إن كنتم مؤمنين,وَمَا لَكُمْ لَا تُؤْمِنُونَ بِٱللَّهِ وَٱلرَّسُولُ يَدْعُوكُمْ لِتُؤْمِنُوا۟ بِرَبِّكُمْ وَقَدْ أَخَذَ مِيثَٰقَكُمْ إِن كُنتُم مُّؤْمِنِينَ,15,15,15,TRUE,0,Madina
5084,57,الحديد,9,هُوَ الَّذِي يُنَزِّلُ عَلَى عَبْدِهِ آَيَاتٍ بَيِّنَاتٍ لِيُخْرِجَكُمْ مِنَ الظُّلُمَاتِ إِلَى النُّورِ وَإِنَّ اللَّهَ بِكُمْ لَرَءُوفٌ رَحِيمٌ,هو الذي ينزل على عبده آيات بينات ليخرجكم من الظلمات إلى النور وإن الله بكم لرءوف رحيم,هُوَ ٱلَّذِى يُنَزِّلُ عَلَىٰ عَبْدِهِۦٓ ءَايَٰتٍۭ بَيِّنَٰتٍ لِّيُخْرِجَكُم مِّنَ ٱلظُّلُمَٰتِ إِلَى ٱلنُّورِ وَإِنَّ ٱللَّهَ بِكُمْ لَرَءُوفٌ رَّحِيمٌ,17,17,17,TRUE,0,Madina
5085,57,الحديد,10,وَمَا لَكُمْ أَلَّا تُنْفِقُوا فِي سَبِيلِ اللَّهِ وَلِلَّهِ مِيرَاثُ السَّمَاوَاتِ وَالْأَرْضِ لَا يَسْتَوِي مِنْكُمْ مَنْ أَنْفَقَ مِنْ قَبْلِ الْفَتْحِ وَقَاتَلَ أُولَئِكَ أَعْظَمُ دَرَجَةً مِنَ الَّذِينَ أَنْفَقُوا مِنْ بَعْدُ وَقَاتَلُوا وَكُلًّا وَعَدَ اللَّهُ الْحُسْنَى وَاللَّهُ بِمَا تَعْمَلُونَ خَبِيرٌ,وما لكم ألا تنفقوا في سبيل الله ولله ميراث السماوات والأرض لا يستوي منكم من أنفق من قبل الفتح وقاتل أولئك أعظم درجة من الذين أنفقوا من بعد وقاتلوا وكلا وعد الله الحسنى والله بما تعملون خبير,وَمَا لَكُمْ أَلَّا تُنفِقُوا۟ فِى سَبِيلِ ٱللَّهِ وَلِلَّهِ مِيرَٰثُ ٱلسَّمَٰوَٰتِ وَٱلْأَرْضِ لَا يَسْتَوِى مِنكُم مَّنْ أَنفَقَ مِن قَبْلِ ٱلْفَتْحِ وَقَٰتَلَ أُو۟لَٰٓئِكَ أَعْظَمُ دَرَجَةً مِّنَ ٱلَّذِينَ أَنفَقُوا۟ مِنۢ بَعْدُ وَقَٰتَلُوا۟ وَكُلًّا وَعَدَ ٱللَّهُ ٱلْحُسْنَىٰ وَٱللَّهُ بِمَا تَعْمَلُونَ خَبِيرٌ,37,37,37,TRUE,0,Madina
